time2 include mem,i,time serial,time include mem,time2,time
0.0011040369669596355,1,6.3657760620117188e-05,0.0011040369669596355,0.00045371055603027344,0.00045371055603027344
0.0010775725046793621,2,0.00021537144978841147,0.0010775725046793621,0.00043702125549316406,0.00043702125549316406
0.0010890165964762371,3,0.00046634674072265625,0.0010890165964762371,0.00044091542561848957,0.00044091542561848957
0.0010944207509358723,4,0.00081030527750651038,0.0010944207509358723,0.00044266382853190106,0.00044266382853190106
0.0010993480682373047,5,0.0012454986572265625,0.0010993480682373047,0.00044202804565429688,0.00044202804565429688
0.0011072953542073567,6,0.0017793178558349609,0.0011072953542073567,0.00044417381286621094,0.00044417381286621094
0.0011029243469238281,7,0.0024335384368896484,0.0011029243469238281,0.00044099489847819012,0.00044099489847819012
0.0011153221130371094,8,0.0031499862670898438,0.0011153221130371094,0.00044171015421549481,0.00044171015421549481
0.0011196931203206379,9,0.0040024121602376299,0.0011196931203206379,0.00044035911560058594,0.00044035911560058594
